1:69511:69511	NM_001005484
1:148741720:148741720	NM_001102663
1:148756607:148756607	NM_001102663
1:148756648:148756648	NM_001102663
1:149908108:149908108	NM_001145862
1:150199123:150199123	NM_001280560
1:150337289:150337289	NM_015203
1:150429944:150429944	NM_015203
1:150483355:150483355	NM_022664
1:150526044:150526044	NM_019032
1:150526406:150526406	NM_019032
1:150531008:150531008	NM_019032
1:150531050:150531050	NM_019032
1:150531170:150531170	NM_025008
1:150679033:150679033	NM_001199829
1:150727539:150727539	NM_004079
1:150771703:150771703	NM_000396
1:150960350:150960350	NM_003568
1:150970577:150970577	NM_001163258
1:150975108:150975108	NM_001163258
1:151316161:151316161	NM_000449
1:151316161:151316161	NM_001025603
1:151337703:151337703	NM_003944
1:151820298:151820298	NM_182578
1:151820324:151820324	NM_182578
1:151825991:151825991	NM_182578
1:151867560:151867560	NM_053055
1:151881885:151881885	NM_053055
1:152079989:152079989	NM_007113
1:152083325:152083325	NM_007113
1:152084039:152084039	NM_007113
1:152085505:152085505	NM_007113
1:152128121:152128121	NM_001122965
1:152185750:152185750	NM_001009931
1:152185762:152185762	NM_001009931
1:152185768:152185768	NM_001009931
1:152185774:152185774	NM_001009931
1:152185780:152185780	NM_001009931
1:152187183:152187183	NM_001009931
1:152187628:152187628	NM_001009931
1:152187810:152187810	NM_001009931
1:152187935:152187935	NM_001009931
1:152188062:152188062	NM_001009931
1:152188109:152188109	NM_001009931
1:152188463:152188463	NM_001009931
1:152188998:152188998	NM_001009931
1:152190720:152190720	NM_001009931
1:152190835:152190835	NM_001009931
1:152190945:152190945	NM_001009931
1:152191879:152191879	NM_001009931
1:152192114:152192114	NM_001009931
1:152192293:152192293	NM_001009931
1:152192555:152192555	NM_001009931
1:152192631:152192631	NM_001009931
1:152192687:152192687	NM_001009931
1:152192825:152192825	NM_001009931
1:152192978:152192978	NM_001009931
1:152193052:152193052	NM_001009931
1:152193121:152193121	NM_001009931
1:152193286:152193286	NM_001009931
1:152193291:152193291	NM_001009931
1:152193851:152193851	NM_001009931
1:152276149:152276149	NM_002016
1:152276377:152276377	NM_002016
1:152276459:152276459	NM_002016
1:152276583:152276583	NM_002016
1:152276671:152276671	NM_002016
1:152276699:152276699	NM_002016
1:152276772:152276772	NM_002016
1:152277055:152277055	NM_002016
1:152277168:152277168	NM_002016
1:152277345:152277345	NM_002016
1:152277717:152277717	NM_002016
1:152278555:152278555	NM_002016
1:152278689:152278689	NM_002016
1:152279019:152279019	NM_002016
1:152279406:152279406	NM_002016
1:152279729:152279729	NM_002016
1:152279920:152279920	NM_002016
1:152280032:152280032	NM_002016
1:152280170:152280170	NM_002016
1:152280265:152280265	NM_002016
1:152280347:152280347	NM_002016
1:152280372:152280372	NM_002016
1:152280736:152280736	NM_002016
1:152280759:152280759	NM_002016
1:152280782:152280782	NM_002016
1:152280788:152280788	NM_002016
1:152280864:152280864	NM_002016
1:152280900:152280900	NM_002016
1:152281228:152281228	NM_002016
1:152281290:152281290	NM_002016
1:152281304:152281304	NM_002016
1:152281523:152281523	NM_002016
1:152281534:152281534	NM_002016
1:152281948:152281948	NM_002016
1:152282267:152282267	NM_002016
1:152282311:152282311	NM_002016
1:152282917:152282917	NM_002016
1:152283236:152283236	NM_002016
1:152283283:152283283	NM_002016
1:152283975:152283975	NM_002016
1:152284854:152284854	NM_002016
1:152285099:152285099	NM_002016
1:152285930:152285930	NM_002016
1:152286367:152286367	NM_002016
1:152323132:152323132	NM_001014342
1:152327502:152327502	NM_001014342
1:152328411:152328411	NM_001014342
1:152331240:152331240	NM_001014342
1:152382120:152382120	NM_016190
1:152487979:152487979	NM_019060
1:152488063:152488063	NM_019060
1:152552285:152552285	NM_032563
1:152636843:152636843	NM_178430
1:152692074:152692074	NM_001024679
1:152692472:152692472	NM_001024679
1:152692588:152692588	NM_001024679
1:152759950:152759950	NM_178353
1:152785170:152785170	NM_178349
1:152957887:152957887	NM_001199828
1:152957887:152957887	NM_005987
1:152975763:152975763	NM_001097589
1:152975829:152975829	NM_001097589
1:153004848:153004848	NM_003125
1:153004853:153004853	NM_003125
1:153004983:153004983	NM_003125
1:153029137:153029137	NM_005988
1:153233510:153233510	NM_000427
1:153277423:153277423	NM_052891
1:153279696:153279696	NM_052891
1:153313044:153313044	NM_020393
1:153314153:153314153	NM_020393
1:153320372:153320372	NM_020393
1:153320401:153320401	NM_020393
1:153410822:153410822	NM_001045479
1:153909069:153909069	NM_014856
1:153926078:153926078	NM_181715
1:153994647:153994647	NM_001159484
1:154108387:154108387	NM_001159484
1:154401679:154401679	NM_000565
1:154426970:154426970	NM_000565
1:154474131:154474131	NM_001010846
1:154516477:154516477	NM_001098475
1:154516477:154516477	NM_182499
1:154744852:154744852	NM_001204087
1:154744852:154744852	NM_002249
1:154919080:154919080	NM_020524
1:154938235:154938235	NM_183001
1:154987526:154987526	NM_001252406
1:154995920:154995920	NM_144622
1:155006999:155006999	NM_152494
1:155019710:155019710	NM_152494
1:155026942:155026942	NM_001261464
1:155026942:155026942	NM_003815
1:155033308:155033308	NM_001261464
1:155033308:155033308	NM_003815
1:155106227:155106227	NM_182685
1:155162067:155162067	NM_002456
1:155230131:155230131	NM_005698
1:155260383:155260383	NM_000298
1:155294274:155294274	NM_001105205
1:155583937:155583937	NM_001256532
1:155583937:155583937	NM_001256533
1:155583937:155583937	NM_018116
1:155658085:155658085	NM_001198903
1:155837865:155837865	NM_152280
1:155838267:155838267	NM_152280
1:155880573:155880573	NM_001256821
1:155912486:155912486	NM_181885
1:156011444:156011444	NM_020131
1:156104292:156104292	NM_001257374
1:156107534:156107534	NM_001257374
1:156128220:156128220	NM_001193301
1:156146218:156146218	NM_001193301
1:156202173:156202173	NM_001199663
1:156206121:156206121	NM_001199654
1:156206121:156206121	NM_001199662
1:156264648:156264648	NM_001256604
1:156264648:156264648	NM_001256609
1:156264648:156264648	NM_144580
1:156354348:156354348	NM_001256396
1:156354348:156354348	NM_020407
1:156450740:156450740	NM_005920
1:156499969:156499969	NM_178229
1:156518379:156518379	NM_178229
1:156526444:156526444	NM_178229
1:156532977:156532977	NM_178229
1:156536221:156536221	NM_178229
1:156536251:156536251	NM_178229
1:156556321:156556321	NM_001105669
1:156561651:156561651	NM_144772
1:156563726:156563726	NM_144772
1:156563813:156563813	NM_144772
1:156563852:156563852	NM_144772
1:156622252:156622252	NM_021948
1:156640156:156640156	NM_006617
1:156641537:156641537	NM_006617
1:156646668:156646668	NM_006617
1:156705593:156705593	NM_015997
1:156713512:156713512	NM_001126050
1:156713558:156713558	NM_001126050
1:156784982:156784982	NM_001161443
1:156784982:156784982	NM_001161444
1:156784982:156784982	NM_003975
1:156846233:156846233	NM_001007792
1:156848995:156848995	NM_001007792
1:156873727:156873727	NM_001080471
1:156877457:156877457	NM_001080471
1:156877797:156877797	NM_001080471
1:156878531:156878531	NM_001080471
1:156878737:156878737	NM_001080471
1:156879580:156879580	NM_001080471
1:156882996:156882996	NM_001080471
1:156884584:156884584	NM_001080471
1:156890672:156890672	NM_144702
1:156902259:156902259	NM_144702
1:156902281:156902281	NM_144702
1:156907081:156907081	NM_014784
1:156909695:156909695	NM_014784
1:157062696:157062696	NM_001004341
1:157068533:157068533	NM_001004341
1:157559122:157559122	NM_031282
1:157771880:157771880	NM_001159398
1:157771880:157771880	NM_052938
1:158548788:158548788	NM_001004477
1:158577167:158577167	NM_001004478
1:158619728:158619728	NM_003126
1:158647495:158647495	NM_003126
1:158655036:158655036	NM_003126
1:158735595:158735595	NM_001005185
1:158735691:158735691	NM_001005185
1:158735740:158735740	NM_001005185
1:158735892:158735892	NM_001005185
1:158736215:158736215	NM_001005185
1:158813819:158813819	NM_002432
1:159169641:159169641	NM_021189
1:159409734:159409734	NM_012351
1:159409857:159409857	NM_012351
1:159410340:159410340	NM_012351
1:159505101:159505101	NM_001004469
1:159505297:159505297	NM_001004469
1:159778910:159778910	NM_001004310
1:159785413:159785413	NM_001004310
1:159785425:159785425	NM_001004310
1:159824967:159824967	NM_001134233
1:159854251:159854251	NM_012337
1:159898100:159898100	NM_020789
1:160000435:160000435	NM_145167
1:160062340:160062340	NM_001206665
1:160062340:160062340	NM_052868
1:160062472:160062472	NM_001206665
1:160062472:160062472	NM_052868
1:160062727:160062727	NM_001206665
1:160062727:160062727	NM_052868
1:160124875:160124875	NM_144699
1:160136350:160136350	NM_144699
1:160141196:160141196	NM_144699
1:160303416:160303416	NM_001098398
1:160303416:160303416	NM_004371
1:160393905:160393905	NM_020335
1:160395003:160395003	NM_020335
1:160851826:160851826	NM_017625
1:160851894:160851894	NM_017625
1:160920966:160920966	NM_080878
1:161163037:161163037	NM_005099
1:161168004:161168004	NM_005099
1:161202605:161202605	NM_001077473
1:161476204:161476204	NM_001136219
1:161476204:161476204	NM_021642
1:161476205:161476205	NM_001136219
1:161476205:161476205	NM_021642
1:161480649:161480649	NM_001136219
1:161480649:161480649	NM_021642
1:161495477:161495477	NM_002155
1:161495885:161495885	NM_002155
1:161565381:161565381	NR_047648
1:161569419:161569419	NR_047648
1:161681780:161681780	NM_032738
1:161683136:161683136	NM_032738
1:161751741:161751741	NM_007348
1:161928327:161928327	NM_007348
1:161967681:161967681	NM_015441
1:161976234:161976234	NM_015441
1:162313735:162313735	NM_001164757
1:162313735:162313735	NM_014697
1:162335256:162335256	NM_001164757
1:162335256:162335256	NM_014697
1:162344390:162344390	NM_182581
1:162345091:162345091	NM_182581
1:162775267:162775267	NM_016371
1:165173216:165173216	NM_001174069
1:165218679:165218679	NM_001174069
1:165377552:165377552	NM_001256570
1:165377552:165377552	NM_006917
1:165398115:165398115	NM_006917
1:165648709:165648709	NM_000696
1:165652273:165652273	NM_000696
1:166591271:166591271	NR_002925
1:167792356:167792356	NM_018417
1:167815030:167815030	NM_018417
1:167817639:167817639	NM_018417
1:167825485:167825485	NM_018417
1:167825606:167825606	NM_018417
1:167849414:167849414	NM_018417
1:167893759:167893759	NM_001143674
1:167973976:167973976	NM_001017977
1:168013850:168013850	NM_001017977
1:168059866:168059866	NM_001267614
1:168683476:168683476	NM_001937
1:168698173:168698173	NM_001937
1:169586281:169586281	NM_003005
1:169951997:169951997	NM_014970
1:170135669:170135669	NM_001136107
1:170135760:170135760	NM_001136107
1:170135765:170135765	NM_001136107
1:170501385:170501385	NM_152281
1:170521376:170521376	NM_152281
1:170959029:170959029	NM_001163629
1:170959088:170959088	NM_001163629
1:170965681:170965681	NM_001163629
1:171076966:171076966	NM_001002294
1:171303836:171303836	NM_002022
1:171509327:171509327	NM_015172
1:171514731:171514731	NM_015172
1:171526570:171526570	NM_015172
1:171526910:171526910	NM_015172
1:171556165:171556165	NM_015172
1:172410967:172410967	NM_002642
1:172410967:172410967	NM_153747
1:172411496:172411496	NM_002642
1:172411496:172411496	NM_153747
1:172437592:172437592	NM_139240
1:172547465:172547465	NM_016227
1:173472465:173472465	NM_178527
1:173878832:173878832	NM_000488
1:173878862:173878862	NM_000488
1:175046789:175046789	NM_022093
1:175054548:175054548	NM_022093
1:175087729:175087729	NM_022093
1:175092674:175092674	NM_022093
1:175092707:175092707	NM_022093
1:175113578:175113578	NM_022093
1:175299301:175299301	NM_003285
1:175324651:175324651	NM_003285
1:175348723:175348723	NM_003285
1:175355391:175355391	NM_003285
1:175375469:175375469	NM_003285
1:175375683:175375683	NM_003285
1:175375802:175375802	NM_003285
1:176659463:176659463	NM_020318
1:176809368:176809368	NM_020318
1:177247854:177247854	NM_021165
1:177902387:177902387	NM_033127
1:177902725:177902725	NM_033127
1:177902753:177902753	NM_033127
1:177905469:177905469	NM_033127
1:177923440:177923440	NM_033127
1:177929987:177929987	NM_033127
1:178492447:178492447	NM_001170722
1:178492447:178492447	NM_001170724
1:179310262:179310262	NM_003101
1:179347832:179347832	NM_144696
1:179520506:179520506	NM_014625
1:179544898:179544898	NM_014625
1:179600001:179600001	NM_173533
1:179600042:179600042	NM_173533
1:179604864:179604864	NM_001199092
1:179604864:179604864	NM_173533
1:179621224:179621224	NM_001199092
1:179621224:179621224	NM_173533
1:179631242:179631242	NM_001199092
1:179631242:179631242	NM_173533
1:179632536:179632536	NM_001199092
1:179632536:179632536	NM_173533
1:179783095:179783095	NM_173509
1:179858444:179858444	NM_001267578
1:180013235:180013235	NM_014810
1:180053158:180053158	NM_014810
1:180145088:180145088	NM_001004128
1:180145088:180145088	NM_002826
1:180235728:180235728	NM_033343
1:180243524:180243524	NM_033343
1:180885430:180885430	NM_020950
1:180905448:180905448	NM_020950
1:180913597:180913597	NM_020950
1:180953853:180953853	NM_005819
1:181018236:181018236	NM_001195000
1:181021483:181021483	NM_001194999
1:182026813:182026813	NM_001009992
1:182027022:182027022	NM_001009992
1:182496829:182496829	NM_001137669
1:182544581:182544581	NM_021133
1:182551337:182551337	NM_021133
1:182554557:182554557	NM_021133
1:182569626:182569626	NM_002928
1:182850727:182850727	NM_001357
1:182993025:182993025	NM_002293
1:183072590:183072590	NM_002293
1:183085755:183085755	NM_002293
1:183086757:183086757	NM_002293
1:183093875:183093875	NM_002293
1:183094547:183094547	NM_002293
1:183099560:183099560	NM_002293
1:183105534:183105534	NM_002293
1:183105705:183105705	NM_002293
1:183486859:183486859	NM_201569
1:183616926:183616926	NM_203454
1:184020945:184020945	NM_001127394
1:184023529:184023529	NM_001127394
1:184675814:184675814	NM_025191
1:184677464:184677464	NM_025191
1:185143721:185143721	NM_017673
1:185171869:185171869	NM_017673
1:185240474:185240474	NM_017673
1:186026474:186026474	NM_031935
1:186031041:186031041	NM_031935
1:186050417:186050417	NM_031935
1:186101539:186101539	NM_031935
1:186277088:186277088	NM_001127708
1:186946869:186946869	NM_024420
1:186946912:186946912	NM_024420
1:193074651:193074651	NM_016066
1:193150219:193150219	NM_003783
1:196654324:196654324	NM_000186
1:196659237:196659237	NM_000186
1:196712586:196712586	NM_000186
1:196757392:196757392	NM_021023
1:196801042:196801042	NM_002113
1:196876458:196876458	NM_001201550
1:196876458:196876458	NM_001201551
1:197009798:197009798	NM_001994
1:197031021:197031021	NM_001994
1:197070697:197070697	NM_018136
1:197070707:197070707	NM_018136
1:197070776:197070776	NM_018136
1:197070815:197070815	NM_018136
1:197070901:197070901	NM_018136
1:197073932:197073932	NM_018136
1:197091537:197091537	NM_001206846
1:197112533:197112533	NM_001206846
1:197390368:197390368	NM_001193640
1:200143281:200143281	NM_003822
1:200376695:200376695	NM_001281293
1:200376695:200376695	NM_001281294
1:200376695:200376695	NM_012482
1:200522566:200522566	NM_014875
1:200534248:200534248	NM_014875
1:200558363:200558363	NM_014875
1:200842341:200842341	NM_005298
1:200867492:200867492	NM_018265
1:200880978:200880978	NM_018265
1:201017805:201017805	NM_000069
1:201038687:201038687	NM_000069
1:201047062:201047062	NM_000069
1:201047075:201047075	NM_000069
1:201047111:201047111	NM_000069
1:201052310:201052310	NM_000069
1:201052312:201052312	NM_000069
1:201060865:201060865	NM_000069
1:201166383:201166383	NM_001164586
1:201166435:201166435	NM_001164586
1:201175227:201175227	NM_001164586
1:201175274:201175274	NM_001164586
1:201175715:201175715	NM_001164586
1:201176018:201176018	NM_001164586
1:201176108:201176108	NM_001164586
1:201176968:201176968	NM_001164586
1:201178758:201178758	NM_001164586
1:201178788:201178788	NM_001164586
1:201178904:201178904	NM_001164586
1:201178924:201178924	NM_001164586
1:201178926:201178926	NM_001164586
1:201178965:201178965	NM_001164586
1:201179274:201179274	NM_001164586
1:201179599:201179599	NM_001164586
1:201180140:201180140	NM_001164586
1:201180145:201180145	NM_001164586
1:201180148:201180148	NM_001164586
1:201180153:201180153	NM_001164586
1:201180162:201180162	NM_001164586
1:201180172:201180172	NM_001164586
1:201180193:201180193	NM_001164586
1:201180501:201180501	NM_001164586
1:201181217:201181217	NM_001164586
1:201181223:201181223	NM_001164586
1:201181920:201181920	NM_001164586
1:201183363:201183363	NM_001164586
1:201183402:201183402	NM_001164586
1:201184275:201184275	NM_001164586
1:201187764:201187764	NM_001164586
1:201190732:201190732	NM_001164586
1:201252866:201252866	NM_000299
1:201282573:201282573	NM_000299
1:201860626:201860626	NM_198149
1:201934578:201934578	NM_006335
1:201969082:201969082	NM_020216
1:201970562:201970562	NM_020216
1:202092415:202092415	NM_004767
1:202092580:202092580	NM_004767
1:202129826:202129826	NM_002832
1:202183308:202183308	NM_001017404
1:202276494:202276494	NM_001017403
1:202287206:202287206	NM_001017403
1:202287813:202287813	NM_001017403
1:202574784:202574784	NM_001136504
1:203148633:203148633	NM_001276
1:203152801:203152801	NM_001276
1:203317162:203317162	NM_002023
1:203452409:203452409	NM_002725
1:203452409:203452409	NM_201348
1:203452720:203452720	NM_002725
1:203452720:203452720	NM_201348
1:203453282:203453282	NM_002725
1:203453282:203453282	NM_201348
1:203652444:203652444	NM_001684
1:203769532:203769532	NM_001174108
1:204159787:204159787	NM_002256
1:204161947:204161947	NM_002256
1:204172060:204172060	NM_198447
1:204172096:204172096	NM_198447
1:204198209:204198209	NM_014935
1:204199614:204199614	NM_014935
1:204237416:204237416	NM_014935
1:204379617:204379617	NM_032833
1:204438643:204438643	NM_002646
1:204945934:204945934	NM_001005389
1:204945934:204945934	NM_001160333
1:204970302:204970302	NM_001005388
1:205027737:205027737	NM_005076
1:205031116:205031116	NM_005076
1:205052939:205052939	NM_203376
1:205053219:205053219	NM_203376
1:205130413:205130413	NM_199462
1:205210827:205210827	NM_014858
1:205238530:205238530	NM_014858
1:205240251:205240251	NM_014858
1:205272926:205272926	NM_030952
1:205272983:205272983	NM_030952
1:205275421:205275421	NM_030952
1:205389653:205389653	NM_001199051
1:205589574:205589574	NM_001973
1:205801872:205801872	NM_152491
1:205814497:205814497	NM_152491
1:206239403:206239403	NM_001007544
1:206239415:206239415	NM_001007544
1:206327510:206327510	NM_148964
1:206328803:206328803	NM_001910
1:206647742:206647742	NM_001193322
1:206647742:206647742	NM_014002
1:206647787:206647787	NM_001193322
1:206647787:206647787	NM_014002
1:206650065:206650065	NM_001193322
1:206650065:206650065	NM_014002
1:206651107:206651107	NM_001193322
1:206651107:206651107	NM_014002
1:206773659:206773659	NM_006893
